Dates,500nm
2018-06-26,0.287
2018-06-27,0.152
2018-06-28,0.168
2018-06-29,0.233
2018-06-30,0.105
2018-07-01,0.8
2018-07-02,0.117
2018-07-03,0.394
2018-07-04,0.298
2018-07-05,0.506
2018-07-06,0.322
2018-07-07,0.325
2018-07-08,0.325
2018-07-09,0.185
2018-07-10,0.493
2018-07-11,0.171
2018-07-12,0.259
2018-07-13,0.338
2018-07-14,0.18
2018-07-15,0.325
2018-07-16,0.272
2018-07-17,0.726
2018-07-18,0.093
2018-07-19,0.325
2018-07-20,0.212
2018-07-21,0.207
2018-07-22,0.286
2018-07-23,0.098
2018-07-24,0.325
2018-07-25,0.325
2018-07-26,0.653
2018-07-27,0.325
2018-07-28,0.314
2018-07-29,0.3
2018-07-30,0.26
2018-07-31,0.325
2018-08-01,0.288
2018-08-02,0.507
2018-08-03,0.249
2018-08-04,0.494
2018-08-05,0.288
2018-08-06,0.288
2018-08-07,0.288
2018-08-08,0.191
2018-08-09,0.288
2018-08-10,0.157
2018-08-11,0.288
2018-08-12,0.288
2018-08-13,0.333
2018-08-14,0.39
2018-08-15,0.189
2018-08-16,0.288
2018-08-17,0.152
2018-08-18,0.489
2018-08-19,0.148
2018-08-20,0.288
2018-08-21,0.403
2018-08-22,0.239
2018-08-23,0.282
2018-08-24,0.186
2018-08-25,0.288
2018-08-26,0.157
2018-08-27,0.42
2018-08-28,0.211
2018-08-29,0.268
2018-08-30,0.288
2018-08-31,0.288
2018-09-01,0.286
2018-09-02,0.194
2018-09-03,0.286
2018-09-04,0.286
2018-09-05,0.435
2018-09-06,0.286
2018-09-07,0.286
2018-09-08,0.267
2018-09-09,0.286
2018-09-10,0.286
2018-09-11,0.286
2018-09-12,0.471
2018-09-13,0.286
2018-09-14,0.286
2018-09-15,0.286
2018-09-16,0.286
2018-09-17,0.286
2018-09-18,0.286
2018-09-19,0.286
2018-09-20,0.286
2018-09-21,0.286
2018-09-22,0.286
2018-09-23,0.199
2018-09-24,0.286
2018-09-25,0.1
2018-09-26,0.286
2018-09-27,0.286
2018-09-28,0.286
2018-09-29,0.286
2018-09-30,0.336
2018-10-01,0.176
2018-10-02,0.191
2018-10-03,0.176
2018-10-04,0.166
2018-10-05,0.296
2018-10-06,0.121
2018-10-07,0.319
2018-10-08,0.176
2018-10-09,0.108
2018-10-10,0.176
2018-10-11,0.176
2018-10-12,0.176
2018-10-13,0.1
2018-10-14,0.299
2018-10-15,0.176
2018-10-16,0.176
2018-10-17,0.176
2018-10-18,0.176
2018-10-19,0.176
2018-10-20,0.176
2018-10-21,0.176
2018-10-22,0.176
2018-10-23,0.176
2018-10-24,0.176
2018-10-25,0.176
2018-10-26,0.176
2018-10-27,0.077
2018-10-28,0.176
2018-10-29,0.042
2018-10-30,0.214
2018-10-31,0.176
2018-11-01,0.07
2018-11-02,0.137
2018-11-03,0.071
2018-11-04,0.154
2018-11-05,0.046
2018-11-06,0.301
2018-11-07,0.136
2018-11-08,0.23
2018-11-09,0.154
2018-11-10,0.154
2018-11-11,0.154
2018-11-12,0.154
2018-11-13,0.154
2018-11-14,0.039
2018-11-15,0.168
2018-11-16,0.129
2018-11-17,0.154
2018-11-18,0.154
2018-11-19,0.154
2018-11-20,0.154
2018-11-21,0.065
2018-11-22,0.66
2018-11-23,0.134
2018-11-24,0.154
2018-11-25,0.154
2018-11-26,0.083
2018-11-27,0.154
2018-11-28,0.154
2018-11-29,0.154
2018-11-30,0.046
2018-12-01,0.213
2018-12-02,0.05
2018-12-03,0.074
2018-12-04,0.112
2018-12-05,0.061
2018-12-06,0.139
2018-12-07,0.139
2018-12-08,0.439
2018-12-09,0.097
2018-12-10,0.116
2018-12-11,0.139
2018-12-12,0.139
2018-12-13,0.139
2018-12-14,0.038
2018-12-15,0.139
2018-12-16,0.139
2018-12-17,0.291
2018-12-18,0.104
2018-12-19,0.055
2018-12-20,0.139
2018-12-21,0.02
2018-12-22,0.139
2018-12-23,0.062
2018-12-24,0.398
2018-12-25,0.139
2018-12-26,0.139
2018-12-27,0.133
2018-12-28,0.096
2018-12-29,0.139
2018-12-30,0.139
2018-12-31,0.139
2019-01-01,0.129
2019-01-02,0.129
2019-01-03,0.112
2019-01-04,0.115
2019-01-05,0.026
2019-01-06,0.111
2019-01-07,0.129
2019-01-08,0.105
2019-01-09,0.211
2019-01-10,0.088
2019-01-11,0.215
2019-01-12,0.123
2019-01-13,0.128
2019-01-14,0.129
2019-01-15,0.129
2019-01-16,0.129
2019-01-17,0.129
2019-01-18,0.366
2019-01-19,0.081
2019-01-20,0.075
2019-01-21,0.129
2019-01-22,0.107
2019-01-23,0.129
2019-01-24,0.028
2019-01-25,0.238
2019-01-26,0.126
2019-01-27,0.129
2019-01-28,0.206
2019-01-29,0.066
2019-01-30,0.129
2019-01-31,0.046
2019-02-01,0.182
2019-02-02,0.195
2019-02-03,0.274
2019-02-04,0.182
2019-02-05,0.172
2019-02-06,0.174
2019-02-07,0.152
2019-02-08,0.182
2019-02-09,0.182
2019-02-10,0.311
2019-02-11,0.101
2019-02-12,0.182
2019-02-13,0.182
2019-02-14,0.17
2019-02-15,0.182
2019-02-16,0.07
2019-02-17,0.182
2019-02-18,0.098
2019-02-19,0.373
2019-02-20,0.18
2019-02-21,0.161
2019-02-22,0.182
2019-02-23,0.182
2019-02-24,0.182
2019-02-25,0.028
2019-02-26,0.317
2019-02-27,0.132
2019-02-28,0.182
2019-03-01,0.227
2019-03-02,0.154
2019-03-03,0.227
2019-03-04,0.227
2019-03-05,0.227
2019-03-06,0.063
2019-03-07,0.307
2019-03-08,0.187
2019-03-09,0.249
2019-03-10,0.227
2019-03-11,0.212
2019-03-12,0.227
2019-03-13,0.072
2019-03-14,0.364
2019-03-15,0.227
2019-03-16,0.227
2019-03-17,0.227
2019-03-18,0.227
2019-03-19,0.227
2019-03-20,0.159
2019-03-21,0.227
2019-03-22,0.299
2019-03-23,0.304
2019-03-24,0.171
2019-03-25,0.319
2019-03-26,0.227
2019-03-27,0.227
2019-03-28,0.227
2019-03-29,0.137
2019-03-30,0.484
2019-03-31,0.156
2019-04-01,0.274
2019-04-02,0.392
2019-04-03,0.199
2019-04-04,0.297
2019-04-05,0.274
2019-04-06,0.274
2019-04-07,0.16
2019-04-08,0.345
2019-04-09,0.172
2019-04-10,0.268
2019-04-11,0.353
2019-04-12,0.19
2019-04-13,0.274
2019-04-14,0.119
2019-04-15,0.477
2019-04-16,0.463
2019-04-17,0.263
2019-04-18,0.234
2019-04-19,0.2
2019-04-20,0.273
2019-04-21,0.139
2019-04-22,0.274
2019-04-23,0.274
2019-04-24,0.476
2019-04-25,0.239
2019-04-26,0.255
2019-04-27,0.302
2019-04-28,0.216
2019-04-29,0.274
2019-04-30,0.274
2019-05-01,0.549
2019-05-02,0.318
2019-05-03,0.318
2019-05-04,0.443
2019-05-05,0.177
2019-05-06,0.318
2019-05-07,0.096
2019-05-08,0.318
2019-05-09,0.24
2019-05-10,0.338
2019-05-11,0.208
2019-05-12,0.312
2019-05-13,0.557
2019-05-14,0.21
2019-05-15,0.318
2019-05-16,0.318
2019-05-17,0.434
2019-05-18,0.18
2019-05-19,0.383
2019-05-20,0.377
2019-05-21,0.224
2019-05-22,0.318
2019-05-23,0.323
2019-05-24,0.318
2019-05-25,0.167
2019-05-26,0.641
2019-05-27,0.161
2019-05-28,0.342
2019-05-29,0.322
2019-05-30,0.318
2019-05-31,0.318
2019-06-01,0.213
2019-06-02,0.375
2019-06-03,0.297
2019-06-04,0.297
2019-06-05,0.297
2019-06-06,0.163
2019-06-07,0.268
2019-06-08,0.104
2019-06-09,0.297
2019-06-10,0.297
2019-06-11,0.55
2019-06-12,0.297
2019-06-13,0.324
2019-06-14,0.265
2019-06-15,0.166
2019-06-16,0.297
2019-06-17,0.297
2019-06-18,0.652
2019-06-19,0.128
2019-06-20,0.334
2019-06-21,0.297
2019-06-22,0.204
2019-06-23,0.365
2019-06-24,0.297
2019-06-25,0.297
2019-06-26,0.173
2019-06-27,0.393
2019-06-28,0.293
2019-06-29,0.3
2019-06-30,0.374
2019-07-01,0.193
2019-07-02,0.286
2019-07-03,0.286
2019-07-04,0.563
2019-07-05,0.136
2019-07-06,0.286
2019-07-07,0.257
2019-07-08,0.226
2019-07-09,0.277
2019-07-10,0.173
2019-07-11,0.286
2019-07-12,0.286
2019-07-13,0.521
2019-07-14,0.286
2019-07-15,0.364
2019-07-16,0.272
2019-07-17,0.273
2019-07-18,0.286
2019-07-19,0.118
2019-07-20,0.507
2019-07-21,0.25
2019-07-22,0.286
2019-07-23,0.286
2019-07-24,0.286
2019-07-25,0.314
2019-07-26,0.136
2019-07-27,0.286
2019-07-28,0.138
2019-07-29,0.406
2019-07-30,0.304
2019-07-31,0.285
2019-08-01,0.472
2019-08-02,0.317
2019-08-03,0.349
2019-08-04,0.207
2019-08-05,0.624
2019-08-06,0.349
2019-08-07,0.349
2019-08-08,0.092
2019-08-09,0.222
2019-08-10,0.399
2019-08-11,0.178
2019-08-12,0.349
2019-08-13,0.161
2019-08-14,0.553
2019-08-15,0.223
2019-08-16,0.341
2019-08-17,0.389
2019-08-18,0.209
2019-08-19,0.349
2019-08-20,0.162
2019-08-21,1.014
2019-08-22,0.349
2019-08-23,0.585
2019-08-24,0.349
2019-08-25,0.322
2019-08-26,0.37
2019-08-27,0.184
2019-08-28,0.349
2019-08-29,0.163
2019-08-30,0.494
2019-08-31,0.349
2019-09-01,0.349
2019-09-02,0.45
2019-09-03,0.349
2019-09-04,0.349
2019-09-05,0.349
2019-09-06,0.349
2019-09-07,0.349
2019-09-08,0.349
2019-09-09,0.349
2019-09-10,0.249
2019-09-11,0.25
2019-09-12,0.192
2019-09-13,0.349
2019-09-14,0.349
2019-09-15,0.508
2019-09-16,0.349
2019-09-17,0.292
2019-09-18,0.409
2019-09-19,0.349
2019-09-20,0.349
2019-09-21,0.095
2019-09-22,0.897
2019-09-23,0.349
2019-09-24,0.364
2019-09-25,0.349
2019-09-26,0.349
2019-09-27,0.349
2019-09-28,0.133
2019-09-29,0.349
2019-09-30,0.349
2019-10-01,0.484
2019-10-02,0.18
2019-10-03,0.307
2019-10-04,0.18
2019-10-05,0.136
2019-10-06,0.18
2019-10-07,0.18
2019-10-08,0.327
2019-10-09,0.135
2019-10-10,0.18
2019-10-11,0.18
2019-10-12,0.18
2019-10-13,0.18
2019-10-14,0.135
2019-10-15,0.18
2019-10-16,0.18
2019-10-17,0.18
2019-10-18,0.109
2019-10-19,0.144
2019-10-20,0.18
2019-10-21,0.18
2019-10-22,0.18
2019-10-23,0.211
2019-10-24,0.125
2019-10-25,0.121
2019-10-26,0.15
2019-10-27,0.147
2019-10-28,0.133
2019-10-29,0.18
2019-10-30,0.033
2019-10-31,0.18
2019-11-01,0.087
2019-11-02,0.278
2019-11-03,0.181
2019-11-04,0.161
2019-11-05,0.165
2019-11-06,0.156
2019-11-07,0.165
2019-11-08,0.165
2019-11-09,0.165
2019-11-10,0.108
2019-11-11,0.165
2019-11-12,0.165
2019-11-13,0.165
2019-11-14,0.165
2019-11-15,0.079
2019-11-16,0.165
2019-11-17,0.165
2019-11-18,0.534
2019-11-19,0.122
2019-11-20,0.149
2019-11-21,0.173
2019-11-22,0.074
2019-11-23,0.165
2019-11-24,0.07
2019-11-25,0.154
2019-11-26,0.165
2019-11-27,0.165
2019-11-28,0.165
2019-11-29,0.153
2019-11-30,0.165
2019-12-01,0.043
2019-12-02,0.135
2019-12-03,0.042
2019-12-04,0.216
2019-12-05,0.107
2019-12-06,0.129
2019-12-07,0.18
2019-12-08,0.082
2019-12-09,0.135
2019-12-10,0.021
2019-12-11,0.477
2019-12-12,0.123
2019-12-13,0.141
2019-12-14,0.151
2019-12-15,0.061
2019-12-16,0.135
2019-12-17,0.013
2019-12-18,0.135
2019-12-19,0.135
2019-12-20,0.135
2019-12-21,0.132
2019-12-22,0.068
2019-12-23,0.095
2019-12-24,0.048
2019-12-25,0.135
2019-12-26,0.135
2019-12-27,0.384
2019-12-28,0.135
2019-12-29,0.167
2019-12-30,0.148
2019-12-31,0.135
2020-01-01,0.129
2020-01-02,0.044
2020-01-03,0.129
2020-01-04,0.033
2020-01-05,0.195
2020-01-06,0.114
2020-01-07,0.121
2020-01-08,0.129
2020-01-09,0.102
2020-01-10,0.129
2020-01-11,0.026
2020-01-12,0.129
2020-01-13,0.129
2020-01-14,0.217
2020-01-15,0.129
2020-01-16,0.104
2020-01-17,0.129
2020-01-18,0.106
2020-01-19,0.129
2020-01-20,0.077
2020-01-21,0.202
2020-01-22,0.129
2020-01-23,0.13
2020-01-24,0.138
2020-01-25,0.129
2020-01-26,0.129
2020-01-27,0.043
2020-01-28,0.418
2020-01-29,0.115
2020-01-30,0.129
2020-01-31,0.129
2020-02-01,0.185
2020-02-02,0.172
2020-02-03,0.172
2020-02-04,0.172
2020-02-05,0.264
2020-02-06,0.21
2020-02-07,0.119
2020-02-08,0.176
2020-02-09,0.191
2020-02-10,0.172
2020-02-11,0.172
2020-02-12,0.228
2020-02-13,0.127
2020-02-14,0.138
2020-02-15,0.22
2020-02-16,0.146
2020-02-17,0.209
2020-02-18,0.172
2020-02-19,0.119
2020-02-20,0.172
2020-02-21,0.135
2020-02-22,0.287
2020-02-23,0.188
2020-02-24,0.156
2020-02-25,0.172
2020-02-26,0.081
2020-02-27,0.172
2020-02-28,0.081
2020-03-01,0.344
2020-03-02,0.137
2020-03-03,0.297
2020-03-04,0.227
2020-03-05,0.17
2020-03-06,0.227
2020-03-07,0.188
2020-03-08,0.227
2020-03-09,0.227
2020-03-10,0.227
2020-03-11,0.227
2020-03-12,0.241
2020-03-13,0.227
2020-03-14,0.212
2020-03-15,0.227
2020-03-16,0.227
2020-03-17,0.227
2020-03-18,0.227
2020-03-19,0.378
2020-03-20,0.175
2020-03-21,0.169
2020-03-22,0.227
2020-03-23,0.169
2020-03-24,0.227
2020-03-25,0.1
2020-03-26,0.334
2020-03-27,0.14
2020-03-28,0.345
2020-03-29,0.227
2020-03-30,0.227
2020-03-31,0.227
2020-04-01,0.14
2020-04-02,0.274
2020-04-03,0.099
2020-04-04,0.347
2020-04-05,0.274
2020-04-06,0.26
2020-04-07,0.274
2020-04-08,0.13
2020-04-09,0.274
2020-04-10,0.274
2020-04-11,0.274
2020-04-12,0.546
2020-04-13,0.237
2020-04-14,0.212
2020-04-15,0.181
2020-04-16,0.274
2020-04-17,0.274
2020-04-18,0.274
2020-04-19,0.274
2020-04-20,0.418
2020-04-21,0.197
2020-04-22,0.313
2020-04-23,0.274
2020-04-24,0.172
2020-04-25,0.274
2020-04-26,0.336
2020-04-27,0.54
2020-04-28,0.237
2020-04-29,0.295
2020-04-30,0.274
2020-05-01,0.161
2020-05-02,0.265
2020-05-03,0.113
2020-05-04,0.265
2020-05-05,0.18
2020-05-06,0.398
2020-05-07,0.265
2020-05-08,0.216
2020-05-09,0.265
2020-05-10,0.224
2020-05-11,0.265
2020-05-12,0.265
2020-05-13,0.396
2020-05-14,0.207
2020-05-15,0.237
2020-05-16,0.265
2020-05-17,0.164
2020-05-18,0.265
2020-05-19,0.114
2020-05-20,0.687
2020-05-21,0.318
2020-05-22,0.4
2020-05-23,0.358
2020-05-24,0.24
2020-05-25,0.265
2020-05-26,0.064
2020-05-27,0.265
2020-05-28,0.157
2020-05-29,0.403
2020-05-30,0.265
2020-05-31,0.265
2020-06-01,0.282
2020-06-02,0.282
2020-06-03,0.282
2020-06-04,0.099
2020-06-05,0.496
2020-06-06,0.267
2020-06-07,0.306
2020-06-08,0.259
2020-06-09,0.157
2020-06-10,0.282
2020-06-11,0.227
2020-06-12,0.282
2020-06-13,0.156
2020-06-14,0.45
2020-06-15,0.136
2020-06-16,0.245
2020-06-17,0.304
2020-06-18,0.282
2020-06-19,0.282
2020-06-20,0.282
2020-06-21,0.579
2020-06-22,0.16
2020-06-23,0.276
2020-06-24,0.282
2020-06-25,0.33
2020-06-26,0.282
2020-06-27,0.282
2020-06-28,0.282
2020-06-29,0.2
2020-06-30,0.424
2020-07-01,0.177
2020-07-02,0.41
2020-07-03,0.309
2020-07-04,0.245
2020-07-05,0.351
2020-07-06,0.086
2020-07-07,0.7
2020-07-08,0.351
2020-07-09,0.537
2020-07-10,0.251
2020-07-11,0.229
2020-07-12,0.351
2020-07-13,0.173
2020-07-14,0.351
2020-07-15,0.134
2020-07-16,0.528
2020-07-17,0.351
2020-07-18,0.482
2020-07-19,0.351
2020-07-20,0.369
2020-07-21,0.351
2020-07-22,0.211
2020-07-23,0.672
2020-07-24,0.351
2020-07-25,0.456
2020-07-26,0.351
2020-07-27,0.351
2020-07-28,0.351
2020-07-29,0.351
2020-07-30,0.351
2020-07-31,0.351
2020-08-01,0.565
2020-08-02,0.3
2020-08-03,0.351
2020-08-04,0.267
2020-08-05,0.167
2020-08-06,0.3
2020-08-07,0.3
2020-08-08,0.933
2020-08-09,0.3
2020-08-10,0.372
2020-08-11,0.207
2020-08-12,0.235
2020-08-13,0.3
2020-08-14,0.108
2020-08-15,0.3
2020-08-16,0.153
2020-08-17,0.446
2020-08-18,0.154
2020-08-19,0.3
2020-08-20,0.3
2020-08-21,0.187
2020-08-22,0.3
2020-08-23,0.198
2020-08-24,0.392
2020-08-25,0.3
2020-08-26,0.3
2020-08-27,0.186
2020-08-28,0.278
2020-08-29,0.3
2020-08-30,0.199
2020-08-31,0.3
2020-09-01,0.295
2020-09-02,0.497
2020-09-03,0.176
2020-09-04,0.274
2020-09-05,0.295
2020-09-06,0.295
2020-09-07,0.295
2020-09-08,0.295
2020-09-09,0.295
2020-09-10,0.295
2020-09-11,0.295
2020-09-12,0.295
2020-09-13,0.295
2020-09-14,0.295
2020-09-15,0.295
2020-09-16,0.295
2020-09-17,0.295
2020-09-18,0.295
2020-09-19,0.295
2020-09-20,0.231
2020-09-21,0.353
2020-09-22,0.237
2020-09-23,0.295
2020-09-24,0.189
2020-09-25,0.519
2020-09-26,0.295
2020-09-27,0.298
2020-09-28,0.218
2020-09-29,0.253
2020-09-30,0.295
2020-10-01,0.073
2020-10-02,0.183
2020-10-03,0.182
2020-10-04,0.282
2020-10-05,0.251
2020-10-06,0.191
2020-10-07,0.185
2020-10-08,0.119
2020-10-09,0.183
2020-10-10,0.095
2020-10-11,0.268
2020-10-12,0.174
2020-10-13,0.208
2020-10-14,0.31
2020-10-15,0.22
2020-10-16,0.183
2020-10-17,0.121
2020-10-18,0.183
2020-10-19,0.107
2020-10-20,0.262
2020-10-21,0.244
2020-10-22,0.218
2020-10-23,0.228
2020-10-24,0.117
2020-10-25,0.183
2020-10-26,0.056
2020-10-27,0.286
2020-10-28,0.167
2020-10-29,0.127
2020-10-30,0.203
2020-10-31,0.058
2020-11-01,0.242
2020-11-02,0.051
2020-11-03,0.242
2020-11-04,0.077
2020-11-05,0.302
2020-11-06,0.158
2020-11-07,0.165
2020-11-08,0.267
2020-11-09,0.092
2020-11-10,0.242
2020-11-11,0.071
2020-11-12,0.54
2020-11-13,0.134
2020-11-14,0.173
2020-11-15,0.202
2020-11-16,0.163
2020-11-17,0.242
2020-11-18,0.095
2020-11-19,0.242
2020-11-20,0.142
2020-11-21,0.388
2020-11-22,0.24
2020-11-23,0.125
2020-11-24,0.173
2020-11-25,0.039
2020-11-26,0.242
2020-11-27,0.242
2020-11-28,1.636
2020-11-29,0.158
2020-11-30,0.167
2020-12-01,0.336
2020-12-02,0.108
2020-12-03,0.189
2020-12-04,0.05
2020-12-05,0.189
2020-12-06,0.104
2020-12-07,0.153
2020-12-08,0.266
2020-12-09,0.161
2020-12-10,0.179
2020-12-11,0.135
2020-12-12,0.189
2020-12-13,0.131
2020-12-14,0.564
2020-12-15,0.146
2020-12-16,0.204
2020-12-17,0.05
2020-12-18,0.091
2020-12-19,0.189
2020-12-20,0.05
2020-12-21,0.189
2020-12-22,0.115
2020-12-23,0.363
2020-12-24,0.107
2020-12-25,0.142
2020-12-26,0.189
2020-12-27,0.078
2020-12-28,0.189
2020-12-29,0.049
2020-12-30,0.787
2020-12-31,0.164
