Date,ozone,AOD,year,month,day
190329,266.633,0.137,2019,3,29
190330,256.788,0.484,2019,3,30
190331,276.7,0.156,2019,3,31
190401,273.471,0.274,2019,4,1
190402,277.95,0.392,2019,4,2
190403,290.644,0.199,2019,4,3
190404,260.033,0.297,2019,4,4
190405,255.511,0.274,2019,4,5
190406,273.471,0.274,2019,4,6
190407,269.133,0.16,2019,4,7
190408,280.625,0.345,2019,4,8
190409,270.167,0.172,2019,4,9
190410,259.278,0.268,2019,4,10
190411,262.889,0.353,2019,4,11
190412,270.478,0.19,2019,4,12
190413,307.5,0.274,2019,4,13
190414,278.056,0.119,2019,4,14
190415,273.471,0.477,2019,4,15
190416,257.733,0.463,2019,4,16
190417,254.922,0.263,2019,4,17
190418,275.2,0.234,2019,4,18
190419,283.622,0.2,2019,4,19
190420,273.0,0.273,2019,4,20
190421,276.933,0.139,2019,4,21
190422,273.471,0.274,2019,4,22
190423,264.267,0.274,2019,4,23
190424,270.978,0.476,2019,4,24
190425,278.989,0.239,2019,4,25
190426,276.278,0.255,2019,4,26
190427,271.844,0.302,2019,4,27
190428,276.389,0.216,2019,4,28
190429,285.133,0.274,2019,4,29
190430,282.7,0.274,2019,4,30
190501,276.484,0.549,2019,5,1
190502,287.433,0.318,2019,5,2
190503,276.484,0.318,2019,5,3
190504,284.7,0.443,2019,5,4
190505,283.433,0.177,2019,5,5
190506,271.011,0.318,2019,5,6
190507,278.933,0.096,2019,5,7
190508,276.484,0.318,2019,5,8
190509,288.267,0.24,2019,5,9
190510,259.667,0.338,2019,5,10
190511,267.578,0.208,2019,5,11
190512,262.911,0.312,2019,5,12
190513,282.644,0.557,2019,5,13
190514,278.067,0.21,2019,5,14
190515,302.567,0.318,2019,5,15
190516,285.533,0.318,2019,5,16
190517,276.484,0.434,2019,5,17
190518,274.367,0.18,2019,5,18
190519,272.967,0.383,2019,5,19
190520,285.667,0.377,2019,5,20
190521,289.056,0.224,2019,5,21
190522,285.522,0.318,2019,5,22
190523,279.6,0.323,2019,5,23
190524,276.484,0.318,2019,5,24
190525,273.267,0.167,2019,5,25
190526,259.267,0.641,2019,5,26
190527,264.0,0.161,2019,5,27
190528,256.267,0.342,2019,5,28
190529,267.722,0.322,2019,5,29
190530,261.111,0.318,2019,5,30
190531,287.017,0.318,2019,5,31
190601,271.467,0.213,2019,6,1
190602,280.938,0.375,2019,6,2
190603,264.933,0.297,2019,6,3
190604,280.938,0.297,2019,6,4
190605,281.567,0.297,2019,6,5
190606,277.411,0.163,2019,6,6
190607,272.711,0.268,2019,6,7
190608,275.067,0.104,2019,6,8
190609,280.938,0.297,2019,6,9
190610,273.533,0.297,2019,6,10
190611,282.2,0.55,2019,6,11
190612,301.6,0.297,2019,6,12
190613,286.522,0.324,2019,6,13
190614,284.011,0.265,2019,6,14
190615,289.722,0.166,2019,6,15
190616,301.2,0.297,2019,6,16
190617,291.978,0.297,2019,6,17
190618,280.938,0.652,2019,6,18
190619,274.7,0.128,2019,6,19
190620,279.689,0.334,2019,6,20
190621,272.867,0.297,2019,6,21
190622,274.044,0.204,2019,6,22
190623,264.267,0.365,2019,6,23
190624,282.567,0.297,2019,6,24
190625,280.938,0.297,2019,6,25
190626,276.867,0.173,2019,6,26
190627,270.356,0.393,2019,6,27
190628,288.878,0.293,2019,6,28
190629,294.211,0.3,2019,6,29
190630,291.089,0.374,2019,6,30
190701,303.356,0.193,2019,7,1
190702,307.533,0.286,2019,7,2
190703,297.944,0.286,2019,7,3
190704,291.717,0.563,2019,7,4
190705,289.033,0.136,2019,7,5
190706,291.717,0.286,2019,7,6
190707,284.9,0.257,2019,7,7
190708,302.356,0.226,2019,7,8
190709,289.978,0.277,2019,7,9
190710,285.667,0.173,2019,7,10
190711,291.717,0.286,2019,7,11
190712,286.733,0.286,2019,7,12
190713,290.967,0.521,2019,7,13
190714,277.944,0.286,2019,7,14
190715,299.422,0.364,2019,7,15
190716,281.3,0.272,2019,7,16
190717,294.789,0.273,2019,7,17
190718,326.3,0.286,2019,7,18
190719,299.622,0.118,2019,7,19
190720,291.717,0.507,2019,7,20
190721,290.4,0.25,2019,7,21
190722,294.933,0.286,2019,7,22
190723,289.9,0.286,2019,7,23
190724,298.056,0.286,2019,7,24
190725,286.689,0.314,2019,7,25
190726,288.933,0.136,2019,7,26
190727,291.717,0.286,2019,7,27
190728,283.633,0.138,2019,7,28
190729,274.033,0.406,2019,7,29
190730,275.333,0.304,2019,7,30
190731,284.878,0.285,2019,7,31
190801,280.5,0.472,2019,8,1
190802,293.156,0.317,2019,8,2
190803,307.5,0.349,2019,8,3
190804,290.5,0.207,2019,8,4
190805,285.408,0.624,2019,8,5
190806,287.667,0.349,2019,8,6
190807,285.408,0.349,2019,8,7
190808,278.133,0.092,2019,8,8
190809,287.0,0.222,2019,8,9
190810,285.889,0.399,2019,8,10
190811,279.5,0.178,2019,8,11
190812,285.408,0.349,2019,8,12
190813,284.333,0.161,2019,8,13
190814,281.078,0.553,2019,8,14
190815,281.689,0.223,2019,8,15
190816,288.133,0.341,2019,8,16
190817,285.089,0.389,2019,8,17
190818,295.167,0.209,2019,8,18
190819,333.467,0.349,2019,8,19
190820,291.644,0.162,2019,8,20
190821,285.408,1.014,2019,8,21
190822,284.533,0.349,2019,8,22
190823,284.733,0.585,2019,8,23
190824,277.567,0.349,2019,8,24
190825,277.133,0.322,2019,8,25
190826,276.911,0.37,2019,8,26
190827,271.733,0.184,2019,8,27
190828,285.408,0.349,2019,8,28
190829,276.333,0.163,2019,8,29
190830,275.722,0.494,2019,8,30
190831,265.489,0.349,2019,8,31
190901,272.433,0.349,2019,9,1
190902,288.322,0.45,2019,9,2
190903,267.911,0.349,2019,9,3
190904,279.967,0.349,2019,9,4
190905,272.7,0.349,2019,9,5
190906,270.083,0.349,2019,9,6
190907,281.433,0.349,2019,9,7
190908,270.083,0.349,2019,9,8
190909,265.633,0.349,2019,9,9
190910,276.056,0.249,2019,9,10
190911,269.911,0.25,2019,9,11
190912,275.7,0.192,2019,9,12
190913,270.083,0.349,2019,9,13
190914,276.633,0.349,2019,9,14
190915,263.789,0.508,2019,9,15
190916,253.556,0.349,2019,9,16
190917,263.189,0.292,2019,9,17
190918,264.044,0.409,2019,9,18
190919,267.611,0.349,2019,9,19
190920,313.133,0.349,2019,9,20
190921,263.567,0.095,2019,9,21
190922,270.083,0.897,2019,9,22
190923,257.233,0.349,2019,9,23
190924,271.0,0.364,2019,9,24
190925,257.7,0.349,2019,9,25
190926,266.744,0.349,2019,9,26
190927,270.083,0.349,2019,9,27
190928,259.089,0.133,2019,9,28
190929,270.083,0.349,2019,9,29
190930,254.633,0.349,2019,9,30
191001,256.264,0.484,2019,10,1
191002,256.044,0.18,2019,10,2
191003,266.189,0.307,2019,10,3
191004,256.264,0.18,2019,10,4
191005,261.278,0.136,2019,10,5
191006,256.264,0.18,2019,10,6
191007,264.844,0.18,2019,10,7
191008,256.264,0.327,2019,10,8
191009,257.267,0.135,2019,10,9
191010,256.264,0.18,2019,10,10
191011,256.264,0.18,2019,10,11
191012,259.511,0.18,2019,10,12
191013,256.264,0.18,2019,10,13
191014,248.467,0.135,2019,10,14
191015,256.264,0.18,2019,10,15
191016,260.133,0.18,2019,10,16
191017,256.264,0.18,2019,10,17
191018,252.144,0.109,2019,10,18
191019,255.989,0.144,2019,10,19
191020,256.264,0.18,2019,10,20
191021,252.067,0.18,2019,10,21
191022,256.264,0.18,2019,10,22
191023,251.3,0.211,2019,10,23
191024,256.264,0.125,2019,10,24
191025,256.933,0.121,2019,10,25
191026,255.133,0.15,2019,10,26
191027,256.264,0.147,2019,10,27
191028,259.622,0.133,2019,10,28
191029,256.264,0.18,2019,10,29
191030,243.3,0.033,2019,10,30
191031,256.264,0.18,2019,10,31
191101,257.133,0.087,2019,11,1
191102,251.134,0.278,2019,11,2
191103,256.244,0.181,2019,11,3
191104,253.378,0.161,2019,11,4
191105,251.134,0.165,2019,11,5
191106,249.211,0.156,2019,11,6
191107,251.134,0.165,2019,11,7
191108,243.989,0.165,2019,11,8
191109,251.134,0.165,2019,11,9
191110,257.267,0.108,2019,11,10
191111,251.134,0.165,2019,11,11
191112,251.134,0.165,2019,11,12
191113,265.8,0.165,2019,11,13
191114,251.134,0.165,2019,11,14
191115,260.944,0.079,2019,11,15
191116,251.134,0.165,2019,11,16
191117,250.933,0.165,2019,11,17
191118,251.134,0.534,2019,11,18
191119,252.089,0.122,2019,11,19
191120,242.633,0.149,2019,11,20
191121,251.134,0.173,2019,11,21
191122,246.533,0.074,2019,11,22
191123,251.134,0.165,2019,11,23
191124,252.911,0.07,2019,11,24
191125,251.134,0.154,2019,11,25
191126,258.033,0.165,2019,11,26
191127,245.122,0.165,2019,11,27
191128,251.134,0.165,2019,11,28
191129,225.922,0.153,2019,11,29
191130,251.134,0.165,2019,11,30
191201,223.122,0.043,2019,12,1
191202,251.464,0.135,2019,12,2
191203,243.433,0.042,2019,12,3
191204,251.464,0.216,2019,12,4
191205,246.333,0.107,2019,12,5
191206,246.722,0.129,2019,12,6
191207,251.464,0.18,2019,12,7
191208,253.122,0.082,2019,12,8
191209,251.464,0.135,2019,12,9
191210,252.822,0.021,2019,12,10
191211,251.464,0.477,2019,12,11
191212,264.4,0.123,2019,12,12
191213,248.122,0.141,2019,12,13
191214,251.464,0.151,2019,12,14
191215,256.878,0.061,2019,12,15
191216,251.464,0.135,2019,12,16
191217,251.622,0.013,2019,12,17
191218,251.464,0.135,2019,12,18
191219,246.6,0.135,2019,12,19
191220,251.464,0.135,2019,12,20
191221,267.5,0.132,2019,12,21
191222,252.778,0.068,2019,12,22
191223,251.464,0.095,2019,12,23
191224,254.567,0.048,2019,12,24
191225,251.464,0.135,2019,12,25
191226,244.978,0.135,2019,12,26
191227,251.464,0.384,2019,12,27
191228,260.4,0.135,2019,12,28
191229,260.444,0.167,2019,12,29
191230,251.464,0.148,2019,12,30
191231,252.511,0.135,2019,12,31
200101,262.784,0.129,2020,1,1
200102,254.056,0.044,2020,1,2
200103,262.784,0.129,2020,1,3
200104,260.733,0.033,2020,1,4
200105,262.784,0.195,2020,1,5
200106,256.033,0.114,2020,1,6
200107,267.8,0.121,2020,1,7
200108,262.784,0.129,2020,1,8
200109,250.089,0.102,2020,1,9
200110,262.784,0.129,2020,1,10
200111,268.622,0.026,2020,1,11
200112,262.784,0.129,2020,1,12
200113,252.267,0.129,2020,1,13
200114,243.811,0.217,2020,1,14
200115,262.784,0.129,2020,1,15
200116,242.567,0.104,2020,1,16
200117,262.784,0.129,2020,1,17
200118,270.211,0.106,2020,1,18
200119,262.784,0.129,2020,1,19
200120,282.2,0.077,2020,1,20
200121,262.784,0.202,2020,1,21
200122,264.589,0.129,2020,1,22
200123,281.3,0.13,2020,1,23
200124,262.784,0.138,2020,1,24
200125,266.544,0.129,2020,1,25
200126,262.784,0.129,2020,1,26
200127,265.122,0.043,2020,1,27
200128,262.784,0.418,2020,1,28
200129,269.533,0.115,2020,1,29
200130,271.844,0.129,2020,1,30
200131,262.784,0.129,2020,1,31
200201,284.789,0.185,2020,2,1
200202,266.281,0.172,2020,2,2
200203,246.789,0.172,2020,2,3
200204,266.281,0.172,2020,2,4
200205,262.067,0.264,2020,2,5
200206,266.281,0.21,2020,2,6
200207,274.356,0.119,2020,2,7
200208,276.167,0.176,2020,2,8
200209,266.281,0.191,2020,2,9
200210,281.756,0.172,2020,2,10
200211,266.281,0.172,2020,2,11
200212,265.522,0.228,2020,2,12
200213,266.281,0.127,2020,2,13
200214,257.067,0.138,2020,2,14
200215,261.289,0.22,2020,2,15
200216,266.281,0.146,2020,2,16
200217,268.511,0.209,2020,2,17
200218,266.281,0.172,2020,2,18
200219,250.7,0.119,2020,2,19
200220,266.281,0.172,2020,2,20
200221,254.867,0.135,2020,2,21
200222,266.281,0.287,2020,2,22
200223,269.7,0.188,2020,2,23
200224,271.2,0.156,2020,2,24
200225,266.281,0.172,2020,2,25
200226,270.089,0.081,2020,2,26
200227,266.281,0.172,2020,2,27
200228,265.633,0.081,2020,2,28
200301,267.714,0.344,2020,3,1
200302,268.733,0.137,2020,3,2
200303,273.933,0.297,2020,3,3
200304,267.714,0.227,2020,3,4
200305,282.3,0.17,2020,3,5
200306,267.714,0.227,2020,3,6
200307,267.522,0.188,2020,3,7
200308,267.714,0.227,2020,3,8
200309,258.467,0.227,2020,3,9
200310,267.714,0.227,2020,3,10
200311,259.211,0.227,2020,3,11
200312,257.989,0.241,2020,3,12
200313,267.714,0.227,2020,3,13
200314,260.144,0.212,2020,3,14
200315,267.714,0.227,2020,3,15
200316,270.0,0.227,2020,3,16
200317,267.714,0.227,2020,3,17
200318,274.533,0.227,2020,3,18
200319,276.2,0.378,2020,3,19
200320,272.4,0.175,2020,3,20
200321,271.144,0.169,2020,3,21
200322,253.011,0.227,2020,3,22
200323,249.167,0.169,2020,3,23
200324,267.714,0.227,2020,3,24
200325,258.167,0.1,2020,3,25
200326,250.567,0.334,2020,3,26
200327,266.156,0.14,2020,3,27
200328,265.478,0.345,2020,3,28
200329,258.189,0.227,2020,3,29
200330,268.7,0.227,2020,3,30
200331,327.7,0.227,2020,3,31
200401,268.356,0.14,2020,4,1
200402,277.85,0.274,2020,4,2
200403,263.8,0.099,2020,4,3
200404,272.089,0.347,2020,4,4
200405,273.333,0.274,2020,4,5
200406,273.056,0.26,2020,4,6
200407,259.167,0.274,2020,4,7
200408,265.056,0.13,2020,4,8
200409,277.85,0.274,2020,4,9
200410,268.733,0.274,2020,4,10
200411,256.278,0.274,2020,4,11
200412,276.733,0.546,2020,4,12
200413,271.767,0.237,2020,4,13
200414,279.711,0.212,2020,4,14
200415,282.289,0.181,2020,4,15
200416,317.133,0.274,2020,4,16
200417,262.989,0.274,2020,4,17
200418,277.85,0.274,2020,4,18
200419,273.2,0.274,2020,4,19
200420,287.333,0.418,2020,4,20
200421,281.433,0.197,2020,4,21
200422,286.989,0.313,2020,4,22
200423,267.944,0.274,2020,4,23
200424,293.567,0.172,2020,4,24
200425,277.85,0.274,2020,4,25
200426,295.1,0.336,2020,4,26
200427,281.867,0.54,2020,4,27
200428,271.8,0.237,2020,4,28
200429,280.8,0.295,2020,4,29
200430,313.567,0.274,2020,4,30
200501,302.522,0.161,2020,5,1
200502,360.8,0.265,2020,5,2
200503,296.944,0.113,2020,5,3
200504,296.812,0.265,2020,5,4
200505,293.067,0.18,2020,5,5
200506,298.689,0.398,2020,5,6
200507,296.033,0.265,2020,5,7
200508,302.078,0.216,2020,5,8
200509,272.789,0.265,2020,5,9
200510,308.733,0.224,2020,5,10
200511,296.812,0.265,2020,5,11
200512,272.8,0.265,2020,5,12
200513,285.667,0.396,2020,5,13
200514,284.5,0.207,2020,5,14
200515,276.311,0.237,2020,5,15
200516,280.856,0.265,2020,5,16
200517,301.233,0.164,2020,5,17
200518,317.6,0.265,2020,5,18
200519,285.889,0.114,2020,5,19
200520,296.812,0.687,2020,5,20
200521,289.733,0.318,2020,5,21
200522,279.989,0.4,2020,5,22
200523,284.133,0.358,2020,5,23
200524,294.3,0.24,2020,5,24
200525,279.422,0.265,2020,5,25
200526,293.333,0.064,2020,5,26
200527,296.812,0.265,2020,5,27
200528,308.133,0.157,2020,5,28
200529,309.844,0.403,2020,5,29
200530,310.989,0.265,2020,5,30
200531,327.544,0.265,2020,5,31
200601,300.678,0.282,2020,6,1
200602,290.822,0.282,2020,6,2
200603,324.867,0.282,2020,6,3
200604,281.533,0.099,2020,6,4
200605,284.069,0.496,2020,6,5
200606,271.733,0.267,2020,6,6
200607,276.078,0.306,2020,6,7
200608,271.233,0.259,2020,6,8
200609,283.5,0.157,2020,6,9
200610,259.622,0.282,2020,6,10
200611,278.867,0.227,2020,6,11
200612,284.069,0.282,2020,6,12
200613,280.567,0.156,2020,6,13
200614,275.589,0.45,2020,6,14
200615,275.322,0.136,2020,6,15
200616,278.344,0.245,2020,6,16
200617,275.9,0.304,2020,6,17
200618,280.878,0.282,2020,6,18
200619,325.333,0.282,2020,6,19
200620,278.122,0.282,2020,6,20
200621,284.069,0.579,2020,6,21
200622,280.133,0.16,2020,6,22
200623,297.689,0.276,2020,6,23
200624,295.9,0.282,2020,6,24
200625,291.233,0.33,2020,6,25
200626,291.767,0.282,2020,6,26
200627,277.833,0.282,2020,6,27
200628,284.069,0.282,2020,6,28
200629,274.0,0.2,2020,6,29
200630,268.256,0.424,2020,6,30
200701,279.5,0.177,2020,7,1
200702,265.833,0.41,2020,7,2
200703,271.7,0.309,2020,7,3
200704,282.444,0.245,2020,7,4
200705,330.267,0.351,2020,7,5
200706,284.833,0.086,2020,7,6
200707,282.074,0.7,2020,7,7
200708,281.267,0.351,2020,7,8
200709,282.789,0.537,2020,7,9
200710,278.8,0.251,2020,7,10
200711,292.822,0.229,2020,7,11
200712,267.811,0.351,2020,7,12
200713,274.967,0.173,2020,7,13
200714,282.074,0.351,2020,7,14
200715,281.3,0.134,2020,7,15
200716,275.244,0.528,2020,7,16
200717,274.478,0.351,2020,7,17
200718,283.944,0.482,2020,7,18
200719,278.256,0.351,2020,7,19
200720,287.878,0.369,2020,7,20
200721,324.567,0.351,2020,7,21
200722,287.489,0.211,2020,7,22
200723,282.074,0.672,2020,7,23
200724,279.833,0.351,2020,7,24
200725,278.333,0.456,2020,7,25
200726,277.133,0.351,2020,7,26
200727,267.622,0.351,2020,7,27
200728,269.922,0.351,2020,7,28
200729,283.133,0.351,2020,7,29
200730,282.074,0.351,2020,7,30
200731,273.833,0.351,2020,7,31
200801,273.722,0.565,2020,8,1
200802,271.6,0.3,2020,8,2
200803,274.478,0.351,2020,8,3
200804,279.956,0.267,2020,8,4
200805,284.478,0.167,2020,8,5
200806,324.567,0.3,2020,8,6
200807,277.267,0.3,2020,8,7
200808,279.243,0.933,2020,8,8
200809,282.6,0.3,2020,8,9
200810,275.178,0.372,2020,8,10
200811,279.5,0.207,2020,8,11
200812,278.856,0.235,2020,8,12
200813,269.533,0.3,2020,8,13
200814,276.767,0.108,2020,8,14
200815,279.243,0.3,2020,8,15
200816,276.133,0.153,2020,8,16
200817,272.989,0.446,2020,8,17
200818,271.789,0.154,2020,8,18
200819,287.056,0.3,2020,8,19
200820,272.678,0.3,2020,8,20
200821,281.189,0.187,2020,8,21
200822,321.7,0.3,2020,8,22
200823,278.7,0.198,2020,8,23
200824,279.243,0.392,2020,8,24
200825,280.767,0.3,2020,8,25
200826,267.278,0.3,2020,8,26
200827,262.6,0.186,2020,8,27
200828,274.778,0.278,2020,8,28
200829,272.322,0.3,2020,8,29
200830,271.067,0.199,2020,8,30
200831,279.243,0.3,2020,8,31
200901,270.933,0.295,2020,9,1
200902,282.644,0.497,2020,9,2
200903,268.9,0.176,2020,9,3
200904,269.2,0.274,2020,9,4
200905,264.322,0.295,2020,9,5
200906,262.178,0.295,2020,9,6
200907,306.2,0.295,2020,9,7
200908,269.433,0.295,2020,9,8
200909,271.792,0.295,2020,9,9
200910,270.767,0.295,2020,9,10
200911,266.456,0.295,2020,9,11
200912,269.767,0.295,2020,9,12
200913,276.711,0.295,2020,9,13
200914,266.167,0.295,2020,9,14
200915,273.233,0.295,2020,9,15
200916,271.792,0.295,2020,9,16
200917,269.533,0.295,2020,9,17
200918,271.878,0.295,2020,9,18
200919,268.089,0.295,2020,9,19
200920,258.311,0.231,2020,9,20
200921,260.833,0.353,2020,9,21
200922,263.556,0.237,2020,9,22
200923,322.4,0.295,2020,9,23
200924,264.389,0.189,2020,9,24
200925,271.792,0.519,2020,9,25
200926,265.9,0.295,2020,9,26
200927,270.378,0.298,2020,9,27
200928,271.792,0.218,2020,9,28
200929,262.633,0.253,2020,9,29
200930,271.792,0.295,2020,9,30
201001,264.489,0.073,2020,10,1
201002,259.964,0.183,2020,10,2
201003,266.7,0.182,2020,10,3
201004,259.964,0.282,2020,10,4
201005,272.944,0.251,2020,10,5
201006,263.378,0.191,2020,10,6
201007,259.964,0.185,2020,10,7
201008,264.222,0.119,2020,10,8
201009,259.964,0.183,2020,10,9
201010,255.044,0.095,2020,10,10
201011,259.964,0.268,2020,10,11
201012,261.833,0.174,2020,10,12
201013,266.411,0.208,2020,10,13
201014,259.964,0.31,2020,10,14
201015,262.756,0.22,2020,10,15
201016,259.964,0.183,2020,10,16
201017,254.0,0.121,2020,10,17
201018,259.964,0.183,2020,10,18
201019,257.333,0.107,2020,10,19
201020,259.964,0.262,2020,10,20
201021,254.778,0.244,2020,10,21
201022,262.556,0.218,2020,10,22
201023,259.964,0.228,2020,10,23
201024,257.178,0.117,2020,10,24
201025,259.964,0.183,2020,10,25
201026,253.5,0.056,2020,10,26
201027,259.964,0.286,2020,10,27
201028,250.367,0.167,2020,10,28
201029,255.278,0.127,2020,10,29
201030,259.964,0.203,2020,10,30
201031,256.589,0.058,2020,10,31
201101,251.098,0.242,2020,11,1
201102,252.456,0.051,2020,11,2
201103,251.098,0.242,2020,11,3
201104,250.567,0.077,2020,11,4
201105,251.098,0.302,2020,11,5
201106,254.867,0.158,2020,11,6
201107,248.778,0.165,2020,11,7
201108,251.098,0.267,2020,11,8
201109,249.889,0.092,2020,11,9
201110,251.098,0.242,2020,11,10
201111,243.911,0.071,2020,11,11
201112,251.098,0.54,2020,11,12
201113,239.5,0.134,2020,11,13
201114,244.156,0.173,2020,11,14
201115,251.098,0.202,2020,11,15
201116,254.644,0.163,2020,11,16
201117,251.098,0.242,2020,11,17
201118,249.856,0.095,2020,11,18
201119,251.098,0.242,2020,11,19
201120,243.467,0.142,2020,11,20
201121,251.098,0.388,2020,11,21
201122,248.456,0.24,2020,11,22
201123,250.567,0.125,2020,11,23
201124,251.098,0.173,2020,11,24
201125,250.544,0.039,2020,11,25
201126,251.098,0.242,2020,11,26
201127,256.178,0.242,2020,11,27
201128,251.098,1.636,2020,11,28
201129,265.533,0.158,2020,11,29
201130,265.289,0.167,2020,11,30
201201,266.742,0.336,2020,12,1
201202,277.433,0.108,2020,12,2
201203,266.742,0.189,2020,12,3
201204,272.433,0.05,2020,12,4
201205,266.742,0.189,2020,12,5
201206,265.6,0.104,2020,12,6
201207,266.742,0.153,2020,12,7
201208,272.111,0.266,2020,12,8
201209,270.622,0.161,2020,12,9
201210,266.742,0.179,2020,12,10
201211,265.2,0.135,2020,12,11
201212,266.742,0.189,2020,12,12
201213,257.944,0.131,2020,12,13
201214,266.742,0.564,2020,12,14
201215,274.867,0.146,2020,12,15
201216,274.944,0.204,2020,12,16
201217,266.742,0.05,2020,12,17
201218,284.489,0.091,2020,12,18
201219,266.742,0.189,2020,12,19
201220,258.511,0.05,2020,12,20
201221,266.742,0.189,2020,12,21
201222,263.233,0.115,2020,12,22
201223,266.742,0.363,2020,12,23
201224,249.867,0.107,2020,12,24
201225,255.2,0.142,2020,12,25
201226,266.742,0.189,2020,12,26
201227,261.144,0.078,2020,12,27
201228,266.742,0.189,2020,12,28
201229,252.911,0.049,2020,12,29
201230,266.742,0.787,2020,12,30
201231,278.1,0.164,2020,12,31
